modularity,time,stop,cooling
0.5136322772645545,90.00645756721497,1500,0.999
0.5358050716101432,143.2914116382599,1500,0.999
0.5022087544175089,91.88645768165588,1500,0.999
0.527752805505611,82.81817698478699,1500,0.999
0.5136322772645545,72.3503623008728,1500,0.999
0.5406023312046626,229.05651926994324,1500,0.999
0.49218023436046865,118.64504098892212,1500,0.999
0.5406023312046624,108.5040910243988,1500,0.999
0.5055800111600223,97.12335705757141,1500,0.999
0.500976501953004,118.82321524620056,1500,0.999
0.5465310930621862,145.81245040893555,1500,0.999
0.49798499596999196,95.19017481803894,1500,0.999
0.5006587513175026,116.8122308254242,1500,0.999
0.5024335048670098,176.34231448173523,1500,0.999
0.5004107508215017,78.32915759086609,1500,0.999
0.5269623039246079,101.57189226150513,1500,0.999
0.4466953933907869,78.51941227912903,1500,0.999
0.5080445160890321,149.3535144329071,1500,0.999
0.5406023312046625,194.00961089134216,1500,0.999
0.4968999937999876,78.32599425315857,1500,0.999
0.5376185752371505,93.51183199882507,1500,0.999
0.4966364932729865,93.4407091140747,1500,0.999
0.530217310434621,97.71172142028809,1500,0.999
0.4976827453654908,123.33139204978943,1500,0.999
0.471968193936388,157.88930535316467,1500,0.999
0.5159185318370637,166.24068927764893,1500,0.999
0.4838877177754356,99.54810333251953,1500,0.999
0.5099355198710397,75.10150098800659,1500,0.999
0.5437178374356748,192.10238432884216,1500,0.999
0.5276055552111104,135.93889379501343,1500,0.999
0.4371318742637484,98.70851111412048,2000,0.999
0.4902969805939612,123.65627694129944,2000,0.999
0.5089512679025358,227.02486562728882,2000,0.999
0.5043865087730177,148.9449589252472,2000,0.999
0.5030535061070123,113.7869815826416,2000,0.999
0.4469433938867877,109.34550309181213,2000,0.999
0.48789447578895156,99.46823525428772,2000,0.999
0.5250093000186,136.01833724975586,2000,0.999
0.5236220472440947,187.30125403404236,2000,0.999
0.5343945687891376,171.99273681640625,2000,0.999
0.5085870171740343,134.4620282649994,2000,0.999
0.5106795213590428,152.88492798805237,2000,0.999
0.502208754417509,210.16988277435303,2000,0.999
0.5314263128526258,84.07267093658447,2000,0.999
0.4120683241366482,100.60628581047058,2000,0.999
0.5023870047740095,123.9461739063263,2000,0.999
0.5032782565565131,207.39699530601501,2000,0.999
0.5444385888771777,286.9118843078613,2000,0.999
0.512268274536549,198.12931513786316,2000,0.999
0.5012477524955049,156.95980405807495,2000,0.999
0.5379595759191519,190.0775728225708,2000,0.999
0.4666904333808667,97.05289363861084,2000,0.999
0.5332010664021327,169.78748154640198,2000,0.999
0.5257145514291028,241.51638293266296,2000,0.999
0.47754045508091003,83.94721984863281,2000,0.999
0.49326523653047294,152.85631394386292,2000,0.999
0.47586645173290343,98.57385420799255,2000,0.999
0.4921414842829685,132.71610498428345,2000,0.999
0.45198865397730786,91.52837753295898,2000,0.999
0.447013144026288,215.01691460609436,2000,0.999
0.5349293198586398,110.53347110748291,3000,0.999
0.5025110050220101,189.67303037643433,3000,0.999
0.5149497798995597,235.5524182319641,3000,0.999
0.512268274536549,218.18888926506042,3000,0.999
0.48749147498295003,145.70729327201843,3000,0.999
0.483011966023932,122.11131119728088,3000,0.999
0.5100517701035402,147.9862916469574,3000,0.999
0.5265438030876062,225.3450906276703,3000,0.999
0.4957374914749829,154.57480669021606,3000,0.999
0.506486762973526,114.51223230361938,3000,0.999
0.49920174840349685,195.3895959854126,3000,0.999
0.5360995721991444,119.64297461509705,3000,0.999
0.4456336412672826,181.9967851638794,3000,0.999
0.48253921507843023,120.28460907936096,3000,0.999
0.5352548205096411,207.97628688812256,3000,0.999
0.511276272552545,123.7727267742157,3000,0.999
0.5064790129580261,135.34836387634277,3000,0.999
0.5064867629735259,159.29952383041382,3000,0.999
0.5536766073532148,253.01545476913452,3000,0.999
0.4910874821749643,144.7554681301117,3000,0.999
0.5463760927521855,243.3302047252655,3000,0.999
0.5296825593651187,137.3407862186432,3000,0.999
0.48288796577593146,126.85581517219543,3000,0.999
0.5004107508215017,149.2327950000763,3000,0.999
0.5160967821935645,162.2634038925171,3000,0.999
0.5536766073532148,256.30953884124756,3000,0.999
0.47586645173290343,159.80977487564087,3000,0.999
0.5360995721991444,132.57905769348145,3000,0.999
0.5190650381300762,247.47933912277222,3000,0.999
0.5332010664021327,196.1408851146698,3000,0.999
0.5008525017050033,57.36754608154297,1500,0.995
